"time","uid2","amount","sku"
"2023-01-08 13:47:24","10022","11.74","3"
"2023-01-08 13:49:59","10008","75.53","3"
"2023-01-08 13:53:23","10015","17.25","4"
"2023-01-08 14:02:50","10051","50.14","5"
"2023-01-08 14:03:49","10034","36.1","4"
"2023-01-08 14:08:01","10024","35.52","2"
"2023-01-08 14:12:30","10007","28.45","9"
"2023-01-08 14:13:39","10060","57.83","3"
"2023-01-08 14:15:18","10075","71","4"
"2023-01-08 14:15:42","10013","17.31","4"
"2023-01-08 14:15:45","10006","33.86","4"
"2023-01-08 14:21:51","10011","25.69","4"
"2023-01-08 14:22:02","10082","14.22","3"
"2023-01-08 14:22:09","10058","61.82","4"
"2023-01-08 14:26:27","10025","44.74","1"
"2023-01-08 14:32:48","10095","46.55","5"
"2023-01-08 14:35:53","10039","74.24","1"
"2023-01-08 14:36:51","10015","69.91","4"
"2023-01-08 14:43:07","10015","71.58","4"
"2023-01-08 14:46:21","10017","24.16","2"
"2023-01-08 14:49:42","10024","5.92","4"
"2023-01-08 14:57:40","10015","65.19","4"
"2023-01-08 14:59:41","10079","60.31","1"
"2023-01-08 15:05:29","10089","31.24","6"
"2023-01-08 15:07:15","10046","51.38","3"
"2023-01-08 15:08:35","10059","26.17","4"
"2023-01-08 15:08:40","10005","70.53","6"
"2023-01-08 15:11:14","10044","107.11","4"
"2023-01-08 15:12:25","10023","47.13","3"
"2023-01-08 15:16:30","10068","63.95","5"
"2023-01-08 15:17:26","10039","23.01","3"
"2023-01-08 15:19:10","10082","30.42","3"
"2023-01-08 15:32:08","10086","32.52","6"
"2023-01-08 15:36:42","10029","50.39","4"
"2023-01-08 15:47:40","10057","76.64","2"
"2023-01-08 15:50:22","10095","62.09","1"
"2023-01-08 15:52:17","10002","53.39","6"
"2023-01-08 15:53:32","10064","24.98","2"
"2023-01-08 16:01:22","10057","41.47","5"
"2023-01-08 16:04:36","10079","46.03","4"
"2023-01-08 16:19:56","10069","21.05","4"
"2023-01-08 16:23:06","10019","41.7","5"
"2023-01-08 16:23:44","10096","33.89","3"
"2023-01-08 16:26:53","10025","9","3"
"2023-01-08 16:39:31","10061","80.8","2"
"2023-01-08 16:39:47","10064","126.46","3"
"2023-01-08 16:48:18","10089","59.45","7"
"2023-01-08 16:51:11","10081","56.3","3"
"2023-01-08 16:52:38","10015","39.82","3"
"2023-01-08 16:54:29","10047","81.09","3"
"2023-01-08 17:10:27","10011","36.38","4"
"2023-01-08 17:11:46","10082","58.73","4"
"2023-01-08 17:14:28","10085","63.59","3"
"2023-01-08 17:14:42","10089","31.37","3"
"2023-01-08 17:19:21","10007","44.73","8"
"2023-01-08 17:25:49","10045","73.87","4"
"2023-01-08 17:30:48","10041","76.11","5"
"2023-01-08 17:38:03","10012","24.65","3"
"2023-01-08 17:42:01","10046","49.93","4"
"2023-01-08 17:44:19","10074","41.24","6"
"2023-01-08 17:49:38","10074","59.07","4"
"2023-01-08 17:57:09","10024","40.99","6"
"2023-01-08 18:04:03","10087","46.09","4"
"2023-01-08 18:06:15","10080","41.07","2"
"2023-01-08 18:07:49","10065","34.06","1"
"2023-01-08 18:23:44","10052","50.02","4"
"2023-01-08 18:29:09","10091","35.16","2"
"2023-01-08 18:33:12","10086","63.93","3"
"2023-01-08 18:33:18","10086","44.39","6"
"2023-01-08 18:41:34","10028","29.02","1"
"2023-01-08 18:45:48","10019","35.89","2"
"2023-01-08 18:49:03","10013","77.08","6"
"2023-01-08 19:04:06","10100","26.85","2"
"2023-01-08 19:06:02","10067","15.29","4"
"2023-01-08 19:13:59","10058","61.87","5"
"2023-01-08 19:17:28","10003","41.07","4"
"2023-01-08 19:21:43","10034","27.96","2"
"2023-01-08 19:23:32","10009","38.56","3"
"2023-01-08 19:27:14","10069","54.17","8"
"2023-01-08 19:30:54","10014","48.82","2"
"2023-01-08 19:31:10","10052","67.03","2"
"2023-01-08 19:32:54","10052","36.99","5"
"2023-01-08 19:36:47","10051","57.24","8"
"2023-01-08 19:37:39","10085","11.31","4"
"2023-01-08 19:41:29","10024","34.99","5"
"2023-01-08 19:45:34","10089","73.61","6"
"2023-01-08 19:49:05","10002","74.57","1"
"2023-01-08 19:53:58","10057","59.33","1"
"2023-01-08 19:55:38","10003","17.4","4"
"2023-01-08 20:07:48","10069","3.07","4"
"2023-01-08 20:26:18","10005","18.65","4"
"2023-01-08 20:27:30","10007","58","7"
"2023-01-08 20:27:50","10036","46.62","6"
"2023-01-08 20:32:16","10042","2.72","5"
"2023-01-08 20:36:39","10047","44.7","7"
"2023-01-08 20:37:53","10074","73.2","3"
"2023-01-08 20:38:54","10097","43.13","4"
"2023-01-08 20:43:36","10066","26.95","3"
"2023-01-08 20:49:02","10067","69.09","5"
"2023-01-08 20:56:29","10005","20.53","3"
"2023-01-08 21:01:07","10056","30.47","5"
"2023-01-08 21:02:58","10009","26.95","3"
"2023-01-08 21:05:33","10065","26.87","8"
"2023-01-08 21:08:33","10083","87.32","4"
"2023-01-08 21:09:42","10063","78.53","8"
"2023-01-08 21:12:48","10100","41.97","3"
"2023-01-08 21:13:44","10079","73.48","4"
"2023-01-08 21:18:21","10070","54.89","4"
"2023-01-08 21:20:09","10100","32.34","3"
"2023-01-08 21:25:04","10007","73.54","2"
"2023-01-08 21:32:23","10087","28.26","4"
"2023-01-08 21:46:07","10082","19.27","4"
"2023-01-08 21:51:44","10086","32.99","3"
"2023-01-08 21:57:48","10034","26.51","4"
"2023-01-08 21:58:42","10064","32.08","3"
"2023-01-08 21:59:40","10068","36.53","5"
"2023-01-09 08:03:11","10080","109.49","5"
"2023-01-09 08:08:13","10030","65.8","7"
"2023-01-09 08:16:14","10011","53.16","3"
"2023-01-09 08:18:30","10017","37.31","5"
"2023-01-09 08:22:26","10078","53.35","8"
"2023-01-09 08:26:41","10017","34.28","5"
"2023-01-09 08:31:28","10040","33.72","7"
"2023-01-09 08:37:41","10039","25.32","3"
"2023-01-09 09:02:35","10051","29.29","6"
"2023-01-09 09:16:21","10040","58.02","5"
"2023-01-09 09:16:52","10060","57.2","3"
"2023-01-09 09:19:45","10080","28.62","3"
"2023-01-09 09:24:36","10066","37.84","5"
"2023-01-09 09:25:11","10044","79.57","5"
"2023-01-09 09:32:08","10066","2.62","4"
"2023-01-09 09:38:08","10011","21.13","5"
"2023-01-09 09:39:06","10065","92.74","3"
"2023-01-09 09:45:50","10007","33.59","2"
"2023-01-09 10:01:29","10065","40.85","2"
"2023-01-09 10:04:39","10009","49.05","8"
"2023-01-09 10:04:44","10041","66.78","5"
"2023-01-09 10:09:02","10023","12.41","5"
"2023-01-09 10:11:32","10034","34.93","4"
"2023-01-09 10:18:40","10026","38.63","3"
"2023-01-09 10:28:16","10049","44.35","4"
"2023-01-09 10:30:24","10058","53.87","2"
"2023-01-09 10:33:18","10078","52.82","4"
"2023-01-09 10:37:01","10065","100.67","7"
"2023-01-09 10:40:14","10044","11.1","4"
"2023-01-09 10:43:17","10057","24.31","4"
"2023-01-09 10:51:28","10006","44.44","5"
"2023-01-09 10:52:16","10082","22.65","4"
"2023-01-09 10:54:10","10022","14.86","3"
"2023-01-09 10:55:19","10026","12.27","4"
"2023-01-09 10:56:29","10069","81.41","1"
"2023-01-09 11:01:46","10014","28.92","8"
"2023-01-09 11:10:43","10094","13.11","5"
"2023-01-09 11:12:51","10034","39.91","5"
"2023-01-09 11:13:10","10023","75.16","3"
"2023-01-09 11:15:10","10038","23.43","2"
"2023-01-09 11:18:35","10063","18.49","7"
"2023-01-09 11:32:06","10088","7.22","5"
"2023-01-09 11:38:08","10071","8.29","5"
"2023-01-09 11:41:31","10011","33.72","4"
"2023-01-09 11:49:56","10016","76.71","4"
"2023-01-09 11:51:07","10049","31.07","8"
"2023-01-09 11:55:08","10026","24.61","3"
"2023-01-09 11:56:52","10022","49.61","5"
"2023-01-09 12:06:58","10050","47.54","6"
"2023-01-09 12:15:21","10046","72.41","5"
"2023-01-09 12:15:33","10007","54.23","7"
"2023-01-09 12:18:23","10065","42.25","3"
"2023-01-09 12:22:09","10050","47.5","4"
"2023-01-09 12:22:52","10047","72.42","2"
"2023-01-09 12:31:38","10007","53.63","6"
"2023-01-09 12:36:44","10020","91.09","3"
"2023-01-09 12:38:51","10040","43.08","2"
"2023-01-09 12:42:10","10019","40.16","5"
"2023-01-09 12:42:27","10039","73.67","3"
"2023-01-09 12:56:25","10019","69.57","8"
"2023-01-09 12:57:03","10056","26.29","3"
"2023-01-09 13:14:39","10100","24.26","2"
"2023-01-09 13:20:32","10029","83.01","3"
"2023-01-09 13:24:39","10088","24.08","5"
"2023-01-09 13:32:37","10007","61.34","4"
"2023-01-09 13:32:47","10050","45.97","6"
"2023-01-09 13:42:48","10077","37.02","5"
"2023-01-09 13:45:20","10013","57.32","2"
"2023-01-09 13:46:59","10048","66.21","8"
"2023-01-09 13:47:33","10037","27.4","6"
"2023-01-09 13:52:30","10080","49.86","2"
"2023-01-09 13:55:43","10063","56.31","5"
"2023-01-09 13:57:28","10056","70.12","3"
"2023-01-09 13:58:29","10040","41.05","3"
"2023-01-09 14:01:30","10065","60.23","3"
"2023-01-09 14:05:09","10005","48.61","5"
"2023-01-09 14:06:46","10063","27.16","2"
"2023-01-09 14:09:19","10080","20.4","4"
"2023-01-09 14:11:25","10024","40.96","3"
"2023-01-09 14:15:13","10091","34.95","2"
"2023-01-09 14:25:55","10064","42.78","3"
"2023-01-09 14:28:55","10058","5.83","5"
"2023-01-09 14:32:31","10041","2.37","4"
"2023-01-09 14:32:40","10098","12.62","4"
"2023-01-09 14:33:41","10031","9.03","7"
"2023-01-09 14:38:21","10003","69.07","3"
"2023-01-09 14:43:46","10097","48.18","6"
"2023-01-09 14:49:30","10020","51.31","3"
"2023-01-09 14:59:49","10086","17.1","4"
"2023-01-09 15:03:16","10065","25.32","4"
"2023-01-09 15:05:24","10006","11.7","2"
"2023-01-09 15:14:40","10022","24.16","3"
"2023-01-09 15:16:31","10085","70.34","5"
"2023-01-09 15:27:07","10020","50.78","2"
"2023-01-09 15:30:13","10086","42.22","3"
"2023-01-09 15:30:44","10008","52.64","4"
"2023-01-09 15:33:07","10069","53.01","9"
"2023-01-09 15:41:59","10066","6.17","6"
"2023-01-09 15:48:37","10034","57.72","4"
"2023-01-09 15:49:22","10023","42.09","6"
"2023-01-09 15:51:18","10088","68.61","3"
"2023-01-09 15:56:27","10099","74.96","1"
"2023-01-09 16:01:23","10100","78.13","5"
"2023-01-09 16:07:50","10067","38.31","4"
"2023-01-09 16:21:43","10049","21.64","2"
"2023-01-09 16:23:59","10021","7.52","4"
"2023-01-09 16:29:38","10026","56.62","2"
"2023-01-09 16:30:31","10014","21.58","5"
"2023-01-09 16:35:31","10091","59.56","7"
"2023-01-09 16:40:59","10042","17.76","4"
"2023-01-09 16:42:46","10032","78.2","5"
"2023-01-09 16:44:19","10029","22.95","5"
"2023-01-09 16:47:43","10031","71.21","4"
"2023-01-09 16:49:42","10007","69.54","5"
"2023-01-09 16:56:31","10047","46.34","1"
"2023-01-09 16:59:43","10096","83.78","5"
"2023-01-09 17:02:01","10052","46.25","5"
"2023-01-09 17:03:27","10071","60.27","8"
"2023-01-09 17:09:23","10042","50.78","2"
"2023-01-09 17:10:52","10002","51.84","5"
"2023-01-09 17:18:20","10027","29.15","8"
"2023-01-09 17:18:24","10013","45.6","4"
"2023-01-09 17:28:37","10049","8.72","3"
"2023-01-09 17:36:38","10046","66.92","4"
"2023-01-09 17:46:46","10015","82.22","5"
"2023-01-09 17:48:58","10034","49.2","3"
"2023-01-09 18:07:56","10040","43.53","8"
"2023-01-09 18:08:19","10047","92.34","6"
"2023-01-09 18:14:02","10032","40.52","4"
"2023-01-09 18:24:11","10098","26.34","4"
"2023-01-09 18:32:45","10097","49.55","1"
"2023-01-09 18:34:22","10095","25.38","7"
"2023-01-09 18:37:28","10073","45.28","2"
"2023-01-09 18:38:38","10027","21.94","3"
"2023-01-09 18:45:44","10026","40.11","4"
"2023-01-09 18:52:49","10050","48.88","3"
"2023-01-09 18:57:46","10088","34.9","6"
"2023-01-09 19:02:32","10063","73.37","5"
"2023-01-09 19:06:02","10052","64.38","1"
"2023-01-09 19:25:49","10047","60.34","5"
"2023-01-09 19:26:17","10005","77.53","4"
"2023-01-09 19:32:41","10085","25","3"
"2023-01-09 19:40:24","10087","90.87","3"
"2023-01-09 19:45:06","10040","20.29","6"
"2023-01-09 19:55:31","10005","25.92","2"
"2023-01-09 20:05:19","10038","56.9","3"
"2023-01-09 20:07:05","10009","32.24","8"
"2023-01-09 20:07:22","10096","56.75","5"
"2023-01-09 20:10:49","10075","64.39","4"
"2023-01-09 20:14:41","10008","63.91","2"
"2023-01-09 20:15:54","10023","15.75","7"
"2023-01-09 20:38:36","10008","58.12","3"
"2023-01-09 20:39:42","10097","89.17","3"
"2023-01-09 20:41:35","10096","33.95","5"
"2023-01-09 20:43:22","10080","57.32","4"
"2023-01-09 20:45:06","10049","18.09","3"
"2023-01-09 20:51:27","10048","43.6","3"
"2023-01-09 21:02:29","10011","27.03","2"
"2023-01-09 21:04:59","10088","30.82","7"
"2023-01-09 21:08:15","10052","58.6","2"
"2023-01-09 21:13:59","10030","51.88","3"
"2023-01-09 21:21:30","10066","58.61","7"
"2023-01-09 21:27:47","10089","56.26","3"
"2023-01-09 21:44:20","10030","45.93","5"
"2023-01-09 21:47:58","10094","7.59","4"
"2023-01-09 21:59:05","10028","56.72","3"
"2023-01-10 08:06:06","10073","40.22","3"
"2023-01-10 08:06:38","10029","8.63","2"
"2023-01-10 08:11:50","10094","36.74","3"
"2023-01-10 08:15:46","10046","37.04","8"
"2023-01-10 08:28:10","10025","36.29","3"
"2023-01-10 08:31:56","10032","93.96","6"
"2023-01-10 08:34:41","10051","25.22","3"
"2023-01-10 08:39:02","10038","20.65","3"
"2023-01-10 08:45:05","10069","68.84","3"
"2023-01-10 08:47:41","10064","80.1","4"
"2023-01-10 08:57:15","10024","7.27","1"
"2023-01-10 08:59:10","10068","33.78","5"
"2023-01-10 09:02:33","10096","34.86","2"
"2023-01-10 09:03:51","10077","66.27","2"
"2023-01-10 09:04:37","10003","61.35","6"
"2023-01-10 09:10:58","10003","89.05","6"
"2023-01-10 09:15:05","10001","45.66","3"
"2023-01-10 09:18:47","10026","47.02","4"
"2023-01-10 09:26:01","10044","13.7","6"
"2023-01-10 09:28:24","10041","11.07","2"
"2023-01-10 09:40:12","10008","5.22","3"
"2023-01-10 09:43:12","10049","51","5"
"2023-01-10 09:49:28","10066","81.72","1"
"2023-01-10 09:51:42","10015","46.07","5"
"2023-01-10 09:58:29","10001","81.59","6"
"2023-01-10 10:01:13","10097","43.59","1"
"2023-01-10 10:06:26","10022","12.41","3"
"2023-01-10 10:08:41","10003","15.55","4"
"2023-01-10 10:13:37","10065","85.21","2"
"2023-01-10 10:24:47","10087","5.82","2"
"2023-01-10 10:24:48","10066","40.46","6"
"2023-01-10 10:26:51","10041","60.4","4"
"2023-01-10 10:40:47","10071","64.59","2"
"2023-01-10 10:45:29","10013","24.63","8"
"2023-01-10 10:48:29","10013","36.42","1"
"2023-01-10 10:50:47","10040","73.65","4"
"2023-01-10 10:51:03","10042","63.03","5"
"2023-01-10 11:10:32","10052","11.24","2"
"2023-01-10 11:11:18","10064","23.04","4"
"2023-01-10 11:18:24","10080","54.86","6"
"2023-01-10 11:19:08","10013","30.89","5"
"2023-01-10 11:21:24","10088","48.48","7"
"2023-01-10 11:28:33","10081","21.48","2"
"2023-01-10 11:29:05","10007","57.21","2"
"2023-01-10 11:39:29","10031","71.99","2"
"2023-01-10 11:43:47","10057","43.72","2"
"2023-01-10 11:44:20","10095","60.85","7"
"2023-01-10 11:47:19","10038","28.87","4"
"2023-01-10 11:48:35","10005","67.59","6"
"2023-01-10 11:54:36","10026","57.5","3"
"2023-01-10 12:14:16","10041","16.29","2"
"2023-01-10 12:17:55","10063","46.54","3"
"2023-01-10 12:19:56","10075","10.99","3"
"2023-01-10 12:22:36","10094","38.25","1"
"2023-01-10 12:29:59","10081","71.79","3"
"2023-01-10 12:30:01","10037","37.29","3"
"2023-01-10 12:31:23","10094","74","2"
"2023-01-10 12:34:15","10013","62.69","4"
"2023-01-10 12:38:23","10035","45.84","4"
"2023-01-10 12:42:01","10095","18.68","6"
"2023-01-10 12:44:30","10068","22.99","5"
"2023-01-10 12:58:14","10051","21.79","5"
"2023-01-10 13:05:32","10029","61.04","5"
"2023-01-10 13:06:25","10059","17.15","4"
"2023-01-10 13:19:15","10082","67.38","3"
"2023-01-10 13:22:01","10065","34.23","6"
"2023-01-10 13:30:13","10014","75.33","4"
"2023-01-10 13:43:26","10085","62.92","3"
"2023-01-10 13:44:40","10052","39.31","7"
"2023-01-10 13:45:53","10067","55.96","5"
"2023-01-10 13:53:22","10003","75.62","6"
"2023-01-10 13:53:38","10007","48.1","4"
"2023-01-10 13:55:38","10040","59.82","2"
"2023-01-10 14:25:51","10011","34.8","7"
"2023-01-10 14:27:07","10071","30.37","5"
"2023-01-10 14:30:44","10009","7.21","4"
"2023-01-10 14:36:41","10081","28.98","6"
"2023-01-10 14:46:24","10069","46.52","4"
"2023-01-10 14:47:45","10096","16.01","2"
"2023-01-10 14:51:30","10037","40.64","4"
"2023-01-10 14:52:19","10067","36.5","3"
"2023-01-10 14:58:37","10007","53.95","2"
"2023-01-10 15:01:58","10071","61.02","5"
"2023-01-10 15:07:33","10082","44.75","4"
"2023-01-10 15:30:26","10095","11.82","7"
"2023-01-10 15:32:17","10021","63.63","3"
"2023-01-10 15:34:53","10051","49.58","3"
"2023-01-10 15:37:43","10024","50.17","2"
"2023-01-10 15:41:51","10044","81.78","2"
"2023-01-10 15:48:51","10022","4.09","3"
"2023-01-10 15:49:21","10041","44.08","4"
"2023-01-10 16:12:31","10073","52.96","1"
"2023-01-10 16:12:52","10053","59.83","5"
"2023-01-10 16:19:53","10034","63.1","3"
"2023-01-10 16:25:28","10036","51.99","5"
"2023-01-10 16:42:52","10013","29.43","4"
"2023-01-10 16:46:14","10022","91.33","4"
"2023-01-10 16:51:44","10013","49.6","3"
"2023-01-10 16:52:36","10082","39.36","2"
"2023-01-10 16:55:31","10040","48.64","8"
"2023-01-10 16:58:26","10079","34.89","4"
"2023-01-10 17:03:20","10053","20.12","6"
"2023-01-10 17:08:28","10085","28.18","4"
"2023-01-10 17:15:50","10086","39.18","4"
"2023-01-10 17:21:39","10088","13.38","3"
"2023-01-10 17:22:30","10022","51.11","4"
"2023-01-10 17:23:02","10051","41.67","5"
"2023-01-10 17:27:05","10041","79.01","4"
"2023-01-10 17:29:49","10029","33.02","2"
"2023-01-10 17:47:27","10097","72.84","3"
"2023-01-10 17:58:23","10089","58.61","4"
"2023-01-10 18:12:20","10067","9.35","3"
"2023-01-10 18:24:51","10040","40.7","3"
"2023-01-10 18:25:30","10058","30.38","6"
"2023-01-10 18:28:50","10067","33.14","2"
"2023-01-10 18:29:17","10053","57.42","3"
"2023-01-10 18:46:19","10007","43.99","5"
"2023-01-10 18:47:43","10015","23.92","5"
"2023-01-10 18:54:48","10098","43.87","6"
"2023-01-10 18:55:18","10082","53.27","1"
"2023-01-10 19:01:03","10064","31.83","4"
"2023-01-10 19:04:49","10094","9.9","3"
"2023-01-10 19:05:34","10042","19.05","4"
"2023-01-10 19:06:10","10088","3.4","5"
"2023-01-10 19:06:27","10035","5.8","1"
"2023-01-10 19:07:39","10080","20.55","2"
"2023-01-10 19:17:01","10100","37.41","4"
"2023-01-10 19:20:51","10019","27.29","1"
"2023-01-10 19:29:01","10028","56.42","5"
"2023-01-10 19:38:20","10080","48.36","3"
"2023-01-10 19:42:18","10034","69.09","4"
"2023-01-10 19:50:56","10053","54.18","4"
"2023-01-10 19:59:18","10015","21.8","3"
"2023-01-10 20:09:52","10079","15.65","3"
"2023-01-10 20:17:28","10042","72.69","1"
"2023-01-10 20:17:30","10040","42.71","4"
"2023-01-10 20:28:14","10042","51.16","4"
"2023-01-10 20:29:29","10016","46.95","3"
"2023-01-10 20:30:09","10063","17.51","5"
"2023-01-10 20:30:59","10086","101.73","3"
"2023-01-10 20:37:20","10016","24.47","4"
"2023-01-10 20:41:07","10034","19.13","1"
"2023-01-10 20:42:55","10034","28.52","5"
"2023-01-10 20:45:04","10041","55.22","2"
"2023-01-10 20:45:37","10056","30.37","5"
"2023-01-10 20:50:43","10006","41.6","5"
"2023-01-10 20:55:25","10063","56.6","3"
"2023-01-10 21:02:03","10066","5.4","6"
"2023-01-10 21:28:07","10095","29.33","2"
"2023-01-10 21:40:30","10013","40.75","3"
"2023-01-10 21:42:02","10073","62.37","4"
"2023-01-10 21:42:18","10100","46.33","2"
"2023-01-10 21:46:11","10065","52.39","3"
"2023-01-10 21:51:37","10052","53.11","4"
"2023-01-10 21:56:12","10024","21.49","7"
"2023-01-11 08:06:34","10077","17.36","3"
"2023-01-11 08:09:58","10050","3.99","5"
"2023-01-11 08:10:36","10066","13.15","5"
"2023-01-11 08:12:11","10064","16.17","5"
"2023-01-11 08:15:27","10066","51.83","9"
"2023-01-11 08:30:01","10012","78.02","6"
"2023-01-11 08:37:56","10082","7.44","3"
"2023-01-11 08:38:13","10069","42.26","4"
"2023-01-11 08:44:59","10017","62.63","5"
"2023-01-11 08:51:19","10070","11.77","4"
"2023-01-11 08:52:43","10029","29.92","5"
"2023-01-11 08:56:34","10008","18.39","4"
"2023-01-11 08:58:39","10066","52.38","5"
"2023-01-11 09:04:03","10027","65.61","5"
"2023-01-11 09:10:13","10080","33.39","10"
"2023-01-11 09:24:16","10098","43.16","4"
"2023-01-11 09:32:09","10053","46.98","2"
"2023-01-11 09:34:26","10067","21.87","3"
"2023-01-11 09:35:37","10075","59.89","3"
"2023-01-11 09:44:30","10013","57.96","5"
"2023-01-11 09:47:39","10079","78.59","5"
"2023-01-11 09:55:50","10061","52.04","5"
"2023-01-11 09:56:55","10038","17.21","4"
"2023-01-11 09:58:04","10067","28.88","3"
"2023-01-11 10:02:45","10071","13.52","2"
"2023-01-11 10:05:49","10006","18.2","4"
"2023-01-11 10:11:22","10019","66.54","3"
"2023-01-11 10:11:45","10094","5.03","4"
"2023-01-11 10:18:24","10064","45.73","3"
"2023-01-11 10:19:43","10046","105.15","4"
"2023-01-11 10:20:05","10031","30.76","6"
"2023-01-11 10:20:10","10019","54.63","6"
"2023-01-11 10:24:50","10082","51.94","7"
"2023-01-11 10:29:29","10061","40.76","7"
"2023-01-11 10:32:59","10034","44.9","4"
"2023-01-11 10:38:14","10026","56.67","5"
"2023-01-11 10:38:49","10079","51.88","7"
"2023-01-11 10:39:26","10085","23.11","3"
"2023-01-11 10:41:40","10059","61","4"
"2023-01-11 10:46:46","10075","49.66","2"
"2023-01-11 10:48:33","10024","29.18","2"
"2023-01-11 11:10:13","10073","16.17","2"
"2023-01-11 11:10:24","10049","41.68","3"
"2023-01-11 11:14:10","10070","12.37","5"
"2023-01-11 11:16:13","10071","36.15","4"
"2023-01-11 11:18:57","10070","48.43","4"
"2023-01-11 11:19:56","10085","9.63","4"
"2023-01-11 11:27:45","10100","35.33","4"
"2023-01-11 11:28:56","10087","96.02","6"
"2023-01-11 11:29:19","10026","26.23","4"
"2023-01-11 11:36:21","10086","2.04","4"
"2023-01-11 11:41:23","10089","66.71","8"
"2023-01-11 11:47:57","10045","62.9","4"
"2023-01-11 11:51:18","10066","73.72","4"
"2023-01-11 11:53:34","10034","39.04","3"
"2023-01-11 11:55:53","10063","61.53","2"
"2023-01-11 11:56:41","10071","6.62","6"
"2023-01-11 11:59:06","10064","25.29","3"
"2023-01-11 12:04:51","10020","46.39","5"
"2023-01-11 12:11:52","10095","67.4","4"
"2023-01-11 12:14:13","10052","59.21","3"
"2023-01-11 12:18:09","10026","43.18","4"
"2023-01-11 12:45:05","10081","22.07","3"
"2023-01-11 12:49:14","10064","70.58","6"
"2023-01-11 12:49:45","10031","24.1","6"
"2023-01-11 12:50:40","10067","11.51","2"
"2023-01-11 13:11:35","10007","34.21","1"
"2023-01-11 13:11:41","10030","43.14","9"
"2023-01-11 13:12:53","10028","76.03","2"
"2023-01-11 13:16:54","10003","11.32","5"
"2023-01-11 13:19:11","10066","47.86","5"
"2023-01-11 13:22:08","10080","17.52","8"
"2023-01-11 13:22:13","10032","61.46","6"
"2023-01-11 13:26:55","10080","72.93","2"
"2023-01-11 13:29:08","10015","25.89","5"
"2023-01-11 13:34:46","10027","55.72","3"
"2023-01-11 13:45:22","10060","49.32","5"
"2023-01-11 13:47:35","10047","36.8","4"
"2023-01-11 13:55:53","10038","32.51","3"
"2023-01-11 13:56:44","10095","53.49","4"
"2023-01-11 14:03:48","10063","97.6","4"
"2023-01-11 14:06:32","10098","45.9","1"
"2023-01-11 14:08:41","10069","50.42","7"
"2023-01-11 14:15:27","10063","49.56","3"
"2023-01-11 14:35:39","10047","51.1","5"
"2023-01-11 14:39:05","10023","44.43","5"
"2023-01-11 14:43:35","10013","62.49","5"
"2023-01-11 14:46:31","10003","44.03","3"
"2023-01-11 14:52:11","10020","68.91","6"
"2023-01-11 14:52:50","10049","16.94","4"
"2023-01-11 14:56:58","10017","33.1","5"
"2023-01-11 14:59:07","10041","10.81","4"
"2023-01-11 14:59:08","10064","19.04","2"
"2023-01-11 15:02:02","10085","36.29","2"
"2023-01-11 15:03:35","10008","33.19","3"
"2023-01-11 15:10:26","10097","5.23","8"
"2023-01-11 15:19:17","10067","38.29","3"
"2023-01-11 15:20:40","10046","98.47","3"
"2023-01-11 15:23:28","10080","21.13","7"
"2023-01-11 15:28:43","10046","16.84","6"
"2023-01-11 15:31:55","10056","47.82","6"
"2023-01-11 15:33:38","10001","40.11","4"
"2023-01-11 15:34:18","10050","20.28","3"
"2023-01-11 15:40:06","10100","69.22","2"
"2023-01-11 15:40:12","10095","17.41","6"
"2023-01-11 15:47:01","10097","67.27","4"
"2023-01-11 15:53:06","10058","47.93","2"
"2023-01-11 16:03:54","10019","63.6","3"
"2023-01-11 16:03:56","10081","48.59","4"
"2023-01-11 16:05:25","10081","36.66","4"
"2023-01-11 16:06:13","10073","14.28","3"
"2023-01-11 16:11:10","10074","55.13","5"
"2023-01-11 16:16:08","10050","42.13","3"
"2023-01-11 16:19:39","10049","69.97","3"
"2023-01-11 16:24:19","10008","20.52","2"
"2023-01-11 16:25:53","10015","22.08","4"
"2023-01-11 16:27:24","10003","58.91","7"
"2023-01-11 16:30:08","10079","65.61","5"
"2023-01-11 16:34:41","10024","35.85","3"
"2023-01-11 16:36:15","10034","19.68","6"
"2023-01-11 16:36:24","10001","31.89","3"
"2023-01-11 16:48:22","10015","40.77","2"
"2023-01-11 16:55:44","10099","62.17","1"
"2023-01-11 17:14:58","10026","32.79","6"
"2023-01-11 17:17:53","10001","28.76","4"
"2023-01-11 17:31:58","10064","35.4","5"
"2023-01-11 17:32:19","10099","52.03","8"
"2023-01-11 17:32:38","10080","17.87","3"
"2023-01-11 17:40:36","10001","51.27","2"
"2023-01-11 17:46:30","10080","3.47","3"
"2023-01-11 17:48:41","10006","37.27","2"
"2023-01-11 17:49:02","10026","54.7","6"
"2023-01-11 17:58:40","10044","23.27","2"
"2023-01-11 18:11:24","10063","31.25","6"
"2023-01-11 18:17:02","10008","22.28","4"
"2023-01-11 18:18:27","10016","40.39","4"
"2023-01-11 18:20:31","10044","42.92","4"
"2023-01-11 18:25:46","10070","35.56","4"
"2023-01-11 18:34:23","10019","67.16","8"
"2023-01-11 18:42:05","10044","26.86","4"
"2023-01-11 18:43:47","10079","15.63","6"
"2023-01-11 19:02:35","10008","13.96","5"
"2023-01-11 19:02:43","10032","27.93","7"
"2023-01-11 19:06:39","10028","37.95","5"
"2023-01-11 19:14:29","10035","25.86","3"
"2023-01-11 19:19:15","10048","30.34","8"
